1,1,120.16,332.7,139.20000000000002,59.19,1,1,1.0
1,2,732.89,265.83,73.45000000000005,41.660000000000025,1,1,1.0
1,3,554.23,259.26,35.069999999999936,26.30000000000001,1,1,1.0
1,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
2,1,98.23,338.18,139.20999999999998,59.19,1,1,1.0
2,2,719.74,265.83,73.43999999999994,41.660000000000025,1,1,1.0
2,3,551.17,259.26,35.07000000000005,26.30000000000001,1,1,0.0
2,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
3,1,70.83,341.46,139.20999999999998,59.200000000000045,1,1,1.0
3,2,705.49,269.12,73.43999999999994,41.64999999999998,1,1,1.0
3,3,544.44,259.26,35.069999999999936,26.30000000000001,1,1,0.0
3,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
4,1,47.81,343.69,142.49,63.54000000000002,1,1,1.0
4,2,692.34,272.41,73.43999999999994,41.64999999999998,1,1,1.0
4,3,540.16,259.26,35.07000000000005,26.30000000000001,1,1,0.0
4,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
5,1,23.7,350.27,142.48000000000002,63.54000000000002,1,1,1.0
5,2,679.19,272.41,73.43999999999994,41.64999999999998,1,1,1.0
5,3,535.26,258.64,35.08000000000004,26.310000000000002,1,1,0.0
5,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
6,1,2.87,351.37,142.49,63.54000000000002,1,1,1.0
6,2,666.03,276.79,73.44000000000005,41.65999999999997,1,1,1.0
6,3,529.76,256.81,35.08000000000004,26.310000000000002,1,1,0.0
6,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
7,1,0.0,354.7,125.63,65.69,1,1,1.0
7,2,650.69,277.89,77.80999999999995,41.650000000000034,1,1,1.0
7,3,524.25,256.81,35.08000000000004,26.310000000000002,1,1,0.0
7,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
8,1,0.0,354.7,103.71,72.25999999999999,1,1,1.0
8,2,636.44,281.18,77.80999999999995,41.64999999999998,1,1,1.0
8,3,520.58,259.87,35.07999999999993,26.310000000000002,1,1,0.0
8,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
9,1,0.0,360.2,77.4,66.75999999999999,1,1,1.0
9,2,620.0,282.28,83.29999999999995,41.650000000000034,1,1,1.0
9,3,514.47,262.31,35.07999999999993,26.310000000000002,1,1,0.0
9,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
10,1,0.0,360.2,52.2,66.75999999999999,1,1,1.0
10,2,604.65,285.56,83.30000000000007,41.660000000000025,1,1,1.0
10,3,508.96,262.31,35.079999999999984,26.310000000000002,1,1,0.0
10,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
11,1,0.0,375.5,30.3,55.89999999999998,1,1,1.0
11,2,591.5,284.5,83.29999999999995,46.00999999999999,1,1,1.0
11,3,504.07,262.31,35.079999999999984,26.310000000000002,1,1,0.0
11,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
12,2,576.15,288.88,83.31000000000006,46.00999999999999,1,1,0.0
12,3,496.12,261.09,35.08000000000004,26.310000000000002,1,1,0.0
12,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
13,2,561.9,288.88,83.31000000000006,46.00999999999999,1,1,0.0
13,3,491.23,261.09,35.069999999999936,26.310000000000002,1,1,1.0
13,4,207.48,247.63,97.03,47.76999999999998,1,1,0.0
14,2,546.55,291.08,83.31000000000006,46.0,1,1,0.0
14,3,484.5,260.48,35.07000000000005,26.310000000000002,1,1,1.0
14,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
15,2,531.21,294.36,83.29999999999995,46.00999999999999,1,1,0.0
15,3,477.16,260.48,36.93000000000001,26.310000000000002,1,1,1.0
15,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
16,2,510.4,296.2,91.26999999999998,46.0,1,1,0.0
16,3,471.04,261.09,36.93000000000001,26.310000000000002,1,1,1.0
16,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
17,2,493.89,301.09,91.26999999999998,46.01000000000005,1,1,0.0
17,3,463.7,261.09,36.93000000000001,26.310000000000002,1,1,1.0
17,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
18,2,475.54,301.1,91.26999999999992,47.21999999999997,1,1,0.0
18,3,456.36,261.09,36.93000000000001,26.310000000000002,1,1,1.0
18,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
19,2,460.38,305.84,91.26999999999998,47.22000000000003,1,1,0.0
19,3,450.68,261.09,36.93000000000001,26.310000000000002,1,1,1.0
19,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
20,2,441.43,303.0,91.27000000000004,54.79000000000002,1,1,0.0
20,3,444.05,260.14,36.93000000000001,26.310000000000002,1,1,1.0
20,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
21,2,424.38,307.74,99.82000000000005,54.789999999999964,1,1,1.0
21,3,438.37,260.14,36.93000000000001,26.310000000000002,1,1,1.0
21,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
22,2,406.38,312.47,99.82,54.799999999999955,1,1,1.0
22,3,430.79,259.2,36.93000000000001,26.30000000000001,1,1,1.0
22,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
23,2,387.43,315.32,104.57,54.79000000000002,1,1,1.0
23,3,427.0,259.2,36.93000000000001,26.30000000000001,1,1,1.0
23,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
24,2,368.48,318.16,104.57,54.789999999999964,1,1,1.0
24,3,421.31,259.2,36.93000000000001,26.30000000000001,1,1,1.0
24,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
25,2,349.54,321.0,104.56,54.79000000000002,1,1,1.0
25,3,415.63,259.2,36.93000000000001,26.30000000000001,1,1,1.0
25,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
26,2,328.69,324.8,112.11000000000001,56.68000000000001,1,1,1.0
26,3,408.05,259.2,36.93000000000001,26.30000000000001,1,1,1.0
26,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
27,2,307.85,327.64,112.10999999999996,56.68000000000001,1,1,1.0
27,3,402.36,257.3,36.93000000000001,26.310000000000002,1,1,0.0
27,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
28,2,288.91,330.49,113.98999999999995,56.670000000000016,1,1,1.0
28,3,396.68,255.41,36.93000000000001,26.299999999999983,1,1,0.0
28,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
29,2,269.17,337.06,114.0,56.68000000000001,1,1,1.0
29,3,390.1,253.21,36.92999999999995,26.309999999999974,1,1,0.0
29,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
30,2,245.06,339.3,119.44,59.920000000000016,1,1,1.0
30,3,385.21,254.44,36.93000000000001,26.30000000000001,1,1,0.0
30,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
31,2,223.04,340.5,124.35999999999999,62.389999999999986,1,1,1.0
31,3,371.14,252.6,33.860000000000014,23.299999999999983,1,1,0.0
31,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
32,2,200.41,346.62,124.35999999999999,62.389999999999986,1,1,1.0
32,3,367.47,253.83,33.85999999999996,23.289999999999992,1,1,0.0
32,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
33,2,176.56,349.1,129.83999999999997,64.19,1,1,1.0
33,3,362.89,254.13,33.85000000000002,23.30000000000001,1,1,0.0
33,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
34,2,152.09,350.9,136.60999999999999,68.5,1,1,1.0
34,3,358.3,254.44,33.860000000000014,23.29000000000002,1,1,0.0
34,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
35,2,127.63,356.41,136.61,68.5,1,1,1.0
35,3,351.57,256.27,33.860000000000014,23.30000000000001,1,1,0.0
35,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
36,2,101.33,360.7,142.76999999999998,71.55000000000001,1,1,1.0
36,3,344.84,256.88,33.860000000000014,23.30000000000001,1,1,0.0
36,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
37,2,73.8,363.8,147.10000000000002,76.39999999999998,1,1,1.0
37,3,337.5,256.27,33.860000000000014,23.30000000000001,1,1,0.0
37,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
38,2,44.45,363.8,154.45,79.45999999999998,1,1,1.0
38,3,330.17,255.05,33.849999999999966,23.30000000000001,1,1,0.0
38,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
39,2,19.98,371.75,154.46,79.45999999999998,1,1,1.0
39,3,322.83,253.83,33.85000000000002,23.289999999999992,1,1,0.0
39,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
40,2,0.0,377.25,153.64,79.45999999999998,1,1,1.0
40,3,317.93,255.66,33.860000000000014,23.299999999999983,1,1,0.0
40,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
41,2,0.0,380.92,124.94,79.45999999999998,1,1,1.0
41,3,312.43,255.66,33.860000000000014,23.299999999999983,1,1,0.0
41,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
42,2,0.0,387.48,102.9,79.44999999999999,1,1,1.0
42,3,305.7,255.66,33.860000000000014,23.299999999999983,1,1,0.0
42,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
43,2,0.0,389.11,80.8,79.45999999999998,1,1,1.0
43,3,295.06,252.39,33.85000000000002,23.29000000000002,1,1,0.0
43,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
44,2,0.0,389.11,50.5,79.45999999999998,1,1,1.0
44,3,292.6,252.39,33.85999999999996,23.29000000000002,1,1,0.0
44,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
45,2,0.0,402.2,25.9,66.37,1,1,1.0
45,3,284.41,251.57,33.85999999999996,23.30000000000001,1,1,0.0
45,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
46,3,277.04,251.57,33.85999999999996,23.30000000000001,1,1,0.0
46,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
47,3,269.46,249.67,33.860000000000014,23.30000000000004,1,1,0.0
47,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
48,3,265.35,249.22,33.85999999999996,23.289999999999992,1,1,0.0
48,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
49,3,260.78,249.22,33.860000000000014,23.289999999999992,1,1,0.0
49,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
50,3,253.38,249.22,33.860000000000014,23.289999999999992,1,1,0.0
50,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
51,3,248.1,249.22,33.849999999999994,23.289999999999992,1,1,0.0
51,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
52,3,238.05,247.1,33.860000000000014,23.299999999999983,1,1,0.0
52,5,949.07,223.71,10.92999999999995,57.319999999999965,1,1,1.0
52,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
53,3,232.24,247.1,33.860000000000014,23.299999999999983,1,1,0.0
53,5,943.4,223.71,16.600000000000023,57.319999999999965,1,1,1.0
53,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
54,3,221.67,247.63,33.85000000000002,23.30000000000001,1,1,0.0
54,5,939.2,223.71,20.799999999999955,60.18999999999997,1,1,1.0
54,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
55,3,215.32,247.1,33.860000000000014,23.299999999999983,1,1,0.0
55,5,934.2,223.71,25.799999999999955,63.68999999999997,1,1,1.0
55,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
56,3,210.04,247.1,33.849999999999994,23.299999999999983,1,1,0.0
56,5,930.0,223.71,30.0,63.68999999999997,1,1,1.0
56,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
57,3,205.79,247.1,33.860000000000014,23.299999999999983,1,1,0.0
57,5,925.8,223.71,34.200000000000045,63.68999999999997,1,1,1.0
57,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
58,3,198.71,248.52,33.859999999999985,23.299999999999983,1,1,0.0
58,5,920.1,223.71,39.89999999999998,67.18999999999997,1,1,1.0
58,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
59,3,193.05,248.52,33.859999999999985,23.299999999999983,1,1,0.0
59,5,915.1,223.71,44.89999999999998,69.98999999999998,1,1,1.0
59,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
60,3,187.39,248.52,33.860000000000014,23.299999999999983,1,1,0.0
60,5,910.9,223.71,49.10000000000002,70.68999999999997,1,1,1.0
60,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
61,3,179.61,249.22,33.849999999999994,23.299999999999983,1,1,0.0
61,5,906.7,223.71,53.299999999999955,74.89000000000001,1,1,1.0
61,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
62,3,172.53,249.22,33.849999999999994,23.299999999999983,1,1,0.0
62,5,901.7,223.71,58.299999999999955,77.68999999999997,1,1,1.0
62,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
63,3,163.97,247.75,33.860000000000014,23.30000000000001,1,1,0.0
63,5,895.0,223.71,65.0,77.68999999999997,1,1,1.0
63,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
64,3,156.6,247.16,33.860000000000014,23.299999999999983,1,1,0.0
64,5,887.09,228.61,72.29999999999995,77.68,1,1,1.0
64,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
65,3,151.59,247.16,33.849999999999994,23.299999999999983,1,1,0.0
65,5,882.2,228.61,77.18999999999994,77.68,1,1,1.0
65,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
66,3,145.1,247.16,33.849999999999994,23.299999999999983,1,1,0.0
66,5,877.3,228.61,82.09000000000003,77.68,1,1,1.0
66,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
67,3,135.66,247.16,33.860000000000014,23.299999999999983,1,1,0.0
67,5,871.2,228.61,88.18999999999994,77.68,1,1,1.0
67,4,207.48,247.63,97.03,47.76999999999998,1,1,1.0
68,3,128.28,247.16,33.859999999999985,23.299999999999983,1,1,0.0
68,5,865.7,228.61,93.68999999999994,83.19,1,1,1.0
